name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
NIEHAUS,8942,3362,1.25,66828.15,98.87,(S),(S),(S),0.30,0.54
CANADAY,8945,3361,1.25,66829.39,87.95,5.89,1.04,1.55,2.14,1.43
MANEY,8945,3361,1.25,66830.64,85.75,6.90,0.71,3.69,2.05,0.89
NICE,8945,3361,1.25,66831.89,95.63,1.13,0.45,0.24,1.19,1.37
TRIMMER,8945,3361,1.25,66833.13,92.41,3.57,0.42,0.30,1.34,1.96
SCHMUCKER,8949,3360,1.25,66834.38,98.30,(S),0.15,(S),0.68,0.68
TREXLER,8949,3360,1.25,66835.62,97.92,0.24,0.27,0.30,0.45,0.83
EDINGER,8951,3359,1.25,66836.87,97.35,0.21,0.42,0.18,0.95,0.89
MASSENGILL,8951,3359,1.25,66838.11,90.77,5.89,0.63,0.42,1.25,1.04
ROWLETT,8951,3359,1.25,66839.36,82.26,14.89,0.15,0.30,1.25,1.16
CAVINESS,8954,3358,1.24,66840.60,77.28,16.91,0.27,1.49,2.32,1.73
KAM,8954,3358,1.24,66841.85,15.43,(S),73.17,(S),7.83,2.71
CHESNUT,8956,3357,1.24,66843.09,94.46,2.38,0.30,0.27,1.01,1.58
GIARDINA,8956,3357,1.24,66844.34,96.34,(S),0.30,(S),1.13,1.97
SPAETH,8956,3357,1.24,66845.58,96.78,(S),0.54,(S),1.25,1.01
BUCKLAND,8959,3356,1.24,66846.83,94.25,1.46,0.66,0.42,1.64,1.58
GEBHART,8959,3356,1.24,66848.07,96.60,0.21,0.36,0.24,0.83,1.76
JUMPER,8959,3356,1.24,66849.31,78.87,11.95,0.39,6.94,1.22,0.63
MORANO,8959,3356,1.24,66850.56,80.21,0.54,1.73,0.24,1.46,15.82
REINA,8959,3356,1.24,66851.80,42.16,1.76,0.27,0.60,0.86,54.35
SALGUERO,8959,3356,1.24,66853.05,5.10,0.57,0.51,(S),(S),93.41
NAVAS,8965,3355,1.24,66854.29,15.08,(S),1.76,(S),1.31,80.83
SPRADLEY,8966,3354,1.24,66855.53,73.58,22.54,0.18,0.45,1.88,1.37
THRIFT,8966,3354,1.24,66856.78,93.26,3.73,0.21,0.33,1.31,1.16
AYER,8968,3353,1.24,66858.02,92.31,2.00,1.79,0.27,1.22,2.42
BITNER,8968,3353,1.24,66859.26,96.42,0.36,0.21,0.45,0.95,1.61
HARBER,8968,3353,1.24,66860.51,93.11,3.76,0.30,0.27,0.86,1.70
LANDAVERDE,8968,3353,1.24,66861.75,3.82,(S),0.24,(S),0.42,95.20
MCMILLION,8972,3352,1.24,66862.99,73.84,23.60,0.42,0.27,0.92,0.95
DOLE,8973,3351,1.24,66864.23,88.39,3.25,2.54,0.63,2.18,3.01
NAUGLE,8973,3351,1.24,66865.48,96.24,1.34,0.27,0.21,0.78,1.16
SEAGRAVES,8973,3351,1.24,66866.72,90.09,7.22,0.39,0.45,0.93,0.93
SMITHERS,8976,3350,1.24,66867.96,81.19,15.28,(S),(S),1.55,1.31
CASTON,8977,3349,1.24,66869.20,42.61,53.57,0.18,0.42,1.49,1.73
CAVALLARO,8977,3349,1.24,66870.44,95.82,(S),0.36,(S),1.07,2.36
FRECHETTE,8977,3349,1.24,66871.68,94.71,0.36,0.72,1.70,1.22,1.28
LAUREANO,8977,3349,1.24,66872.93,8.12,(S),3.43,(S),1.34,86.26
WEEDEN,8977,3349,1.24,66874.17,70.68,22.93,0.42,1.91,2.36,1.70
BATY,8982,3347,1.24,66875.41,86.76,8.37,0.72,0.84,1.67,1.64
LOWRANCE,8982,3347,1.24,66876.65,88.38,6.81,0.27,0.93,1.64,1.97
MANDELL,8982,3347,1.24,66877.89,94.98,0.72,0.42,0.72,1.43,1.73
RONAN,8985,3346,1.24,66879.13,91.24,1.08,0.90,0.24,0.54,6.01
ALATORRE,8986,3345,1.24,66880.37,5.62,(S),(S),0.33,0.18,93.78
GIGLIOTTI,8986,3345,1.24,66881.61,97.07,0.21,(S),(S),1.11,1.32
MARKOWSKI,8986,3345,1.24,66882.85,96.92,(S),0.39,(S),1.17,1.29
MINES,8986,3345,1.24,66884.09,52.53,43.53,(S),(S),1.91,1.38
ROSSITER,8986,3345,1.24,66885.33,94.98,0.51,0.72,0.33,1.52,1.94
BERGE,8991,3344,1.24,66886.57,95.28,0.84,0.45,0.30,1.02,2.12
HATTER,8991,3344,1.24,66887.81,68.21,26.47,0.36,0.51,3.32,1.14
WEAKLEY,8993,3343,1.24,66889.05,86.15,10.50,0.24,0.45,1.32,1.35
BORRERO,8994,3342,1.24,66890.29,10.02,0.84,1.71,(S),(S),86.59
GLAZIER,8994,3342,1.24,66891.53,93.63,2.48,0.45,0.87,0.84,1.74
LAVERGNE,8994,3342,1.24,66892.76,72.62,22.05,0.48,0.45,0.99,3.41
INGHAM,8997,3341,1.24,66894.00,93.27,2.90,0.39,0.39,1.50,1.56
MELTZER,8997,3341,1.24,66895.24,96.38,(S),0.66,(S),1.23,1.38
RABINOWITZ,8997,3341,1.24,66896.48,97.61,(S),0.48,(S),0.54,1.17
SICILIANO,8997,3341,1.24,66897.72,94.70,(S),0.39,(S),0.96,3.62
SINES,8997,3341,1.24,66898.96,95.21,1.35,0.54,0.51,1.47,0.93
CANAS,9002,3340,1.24,66900.19,10.84,0.69,1.17,0.15,0.63,86.53
PERNA,9002,3340,1.24,66901.43,94.55,(S),0.57,(S),1.29,3.32
DARE,9004,3338,1.24,66902.67,85.38,4.61,5.78,0.72,1.26,2.25
STRUCK,9004,3338,1.24,66903.91,93.92,0.33,0.48,0.36,0.90,4.01
NAY,9006,3337,1.24,66905.14,84.45,2.49,7.22,1.32,1.83,2.70
SEVERINO,9006,3337,1.24,66906.38,60.14,(S),2.40,(S),0.93,35.72
BOULDIN,9008,3336,1.24,66907.62,62.29,34.08,0.45,0.18,1.86,1.14
MATHEWSON,9008,3336,1.24,66908.86,92.84,2.25,0.69,0.21,1.83,2.19
TOPETE,9008,3336,1.24,66910.09,3.21,(S),0.60,(S),0.24,95.68
BRUNETTE,9011,3335,1.24,66911.33,92.17,0.90,0.21,2.94,2.01,1.77
SIN,9011,3335,1.24,66912.56,6.09,1.68,87.08,0.00,3.30,1.86
ALESSI,9013,3334,1.24,66913.80,95.77,(S),0.39,(S),0.66,2.70
BRICKEY,9013,3334,1.24,66915.04,94.18,2.43,0.42,0.75,1.08,1.14
FERRIER,9013,3334,1.24,66916.27,87.73,7.32,0.48,0.45,2.13,1.89
HENDREN,9013,3334,1.24,66917.51,90.88,1.68,0.39,2.19,1.62,3.24
SCHEEL,9017,3333,1.24,66918.74,95.98,0.33,0.42,0.18,0.90,2.19
STORER,9017,3333,1.24,66919.98,95.08,0.54,0.69,0.60,1.23,1.86
HIBBERT,9019,3332,1.24,66921.21,56.93,36.49,0.51,0.42,3.24,2.40
KLINGENSMITH,9019,3332,1.24,66922.45,97.90,(S),(S),0.33,0.60,0.90
MATHERNE,9019,3332,1.24,66923.68,97.18,0.18,0.18,1.08,0.72,0.66
MECHAM,9019,3332,1.24,66924.92,96.28,0.24,0.48,0.66,1.32,1.02
SPIKER,9019,3332,1.24,66926.15,96.34,0.63,0.33,0.30,1.50,0.90
BANKHEAD,9024,3331,1.23,66927.39,40.92,54.31,0.27,0.42,2.55,1.53
BANNING,9024,3331,1.23,66928.62,94.60,1.20,0.48,0.81,0.96,1.95
LEFEVER,9024,3331,1.23,66929.86,96.04,0.75,0.75,0.30,0.84,1.32
ROAN,9027,3330,1.23,66931.09,72.94,12.31,3.99,5.14,1.68,3.93
BRACK,9028,3329,1.23,66932.33,84.11,10.21,0.96,0.60,1.80,2.31
DAVIE,9029,3328,1.23,66933.56,72.06,24.31,0.39,0.42,1.50,1.32
PASCOE,9029,3328,1.23,66934.80,90.84,4.24,(S),(S),1.74,2.28
SCHEID,9029,3328,1.23,66936.03,96.06,(S),0.96,(S),1.47,0.99
JIM,9032,3327,1.23,66937.26,9.50,1.50,14.82,69.04,2.58,2.55
REVIS,9032,3327,1.23,66938.50,74.93,18.12,0.51,0.84,2.13,3.46
STRAHAN,9032,3327,1.23,66939.73,88.58,7.97,0.54,0.45,1.05,1.41
TWEEDY,9032,3327,1.23,66940.96,87.92,7.30,0.54,0.78,1.95,1.50
FERMIN,9036,3326,1.23,66942.19,6.61,2.38,12.18,0.21,1.44,77.18
MOTES,9036,3326,1.23,66943.43,88.97,5.14,0.39,1.38,1.44,2.68
OBRIAN,9036,3326,1.23,66944.66,92.99,2.38,0.42,0.33,1.38,2.50
LOBO,9039,3325,1.23,66945.89,20.57,2.35,19.16,1.56,9.62,46.74
PALMISANO,9039,3325,1.23,66947.13,96.90,(S),0.24,(S),1.17,1.53
BYINGTON,9041,3324,1.23,66948.36,92.18,0.30,0.39,3.55,1.20,2.38
FAUGHT,9041,3324,1.23,66949.59,95.46,0.18,0.33,0.45,1.56,2.02
GARREN,9041,3324,1.23,66950.82,95.55,0.69,0.36,0.69,1.02,1.68
HUNGERFORD,9041,3324,1.23,66952.05,92.30,3.52,0.66,0.21,1.59,1.71
VANZANDT,9041,3324,1.23,66953.29,87.88,7.79,0.54,0.69,1.11,1.99
GUST,9046,3323,1.23,66954.52,94.34,1.08,0.21,1.87,0.66,1.84
HEATER,9046,3323,1.23,66955.75,95.67,1.69,(S),(S),1.08,1.17
DELAY,9048,3322,1.23,66956.98,87.75,7.10,0.51,1.35,1.29,1.99
KLINGLER,9048,3322,1.23,66958.21,96.51,0.30,0.36,0.39,0.54,1.90
GAUGHAN,9050,3321,1.23,66959.44,97.41,(S),0.54,(S),0.72,0.93
HENDLEY,9050,3321,1.23,66960.68,78.50,19.15,0.24,0.33,0.87,0.90
THREATT,9050,3321,1.23,66961.91,42.82,54.17,0.15,0.24,1.90,0.72
WEAR,9050,3321,1.23,66963.14,93.26,3.01,0.36,0.75,1.20,1.42
KUNZE,9054,3320,1.23,66964.37,96.11,(S),0.42,(S),1.23,1.72
HESSLER,9055,3319,1.23,66965.60,95.72,0.21,0.48,0.57,1.21,1.81
LINDELL,9055,3319,1.23,66966.83,95.93,1.18,0.57,0.57,0.96,0.78
MONTELEONE,9055,3319,1.23,66968.06,96.60,(S),0.30,(S),1.33,1.57
PALAZZOLO,9055,3319,1.23,66969.29,96.60,(S),0.45,(S),1.39,1.45
CAVALIER,9059,3318,1.23,66970.52,83.27,10.07,0.54,0.63,1.51,3.98
PHARES,9059,3318,1.23,66971.75,95.63,1.72,0.33,0.42,1.02,0.87
SHEAR,9059,3318,1.23,66972.98,94.70,1.42,0.87,0.57,0.96,1.48
BENNING,9062,3317,1.23,66974.21,72.99,23.21,0.33,0.24,2.11,1.12
URBANSKI,9062,3317,1.23,66975.44,96.68,(S),0.51,(S),1.06,1.66
DARRAH,9064,3316,1.23,66976.67,95.84,1.21,0.45,0.36,0.84,1.30
MOHN,9064,3316,1.23,66977.90,93.64,2.80,0.72,0.39,1.18,1.27
VEREEN,9064,3316,1.23,66979.13,22.86,73.85,0.21,0.18,1.57,1.33
WAGER,9064,3316,1.23,66980.36,94.42,1.30,0.54,0.54,0.75,2.44
BEILER,9068,3315,1.23,66981.58,98.76,0.18,(S),(S),0.24,0.63
HEDLUND,9069,3314,1.23,66982.81,95.72,0.21,1.18,0.72,1.24,0.94
QUADE,9069,3314,1.23,66984.04,95.14,0.72,0.33,1.42,0.78,1.60
WIECZOREK,9069,3314,1.23,66985.27,97.56,(S),0.27,(S),0.75,1.36
CICERO,9072,3313,1.23,66986.50,90.49,3.77,(S),(S),1.27,4.29
DUCOTE,9073,3312,1.23,66987.73,95.92,1.39,0.15,0.82,0.91,0.82
HOEKSTRA,9073,3312,1.23,66988.95,97.74,0.18,0.42,0.21,0.79,0.66
SCALF,9073,3312,1.23,66990.18,97.19,0.39,(S),(S),0.94,1.06
HAVARD,9076,3311,1.23,66991.41,89.19,7.73,0.30,0.21,1.03,1.54
BEACHAM,9077,3310,1.23,66992.64,70.85,24.56,0.21,0.48,2.02,1.87
ESPIRITU,9077,3310,1.23,66993.86,5.29,0.15,70.82,0.15,5.47,18.13
BOLGER,9079,3309,1.23,66995.09,94.20,3.20,0.79,(S),(S),1.00
DICE,9080,3308,1.23,66996.32,92.23,4.81,0.36,0.21,0.82,1.57
LEMMONS,9080,3308,1.23,66997.54,85.55,10.49,0.48,0.73,1.24,1.51
SCHULLER,9080,3308,1.23,66998.77,95.86,0.73,0.79,0.39,0.91,1.33
SILL,9080,3308,1.23,66999.99,92.47,1.87,2.33,0.33,1.60,1.39
ORLOWSKI,9084,3307,1.23,67001.22,97.91,(S),0.33,(S),0.91,0.54
LAINE,9085,3306,1.23,67002.45,86.00,9.32,0.39,0.30,1.48,2.51
LUNDEEN,9085,3306,1.23,67003.67,97.19,0.18,0.54,0.39,0.82,0.88
RAKES,9085,3306,1.23,67004.90,93.86,2.87,0.18,0.33,1.30,1.45
STANFILL,9085,3306,1.23,67006.12,93.71,1.33,0.39,0.45,1.88,2.24
STECK,9085,3306,1.23,67007.35,95.80,0.48,(S),(S),1.21,2.06
DURRETT,9090,3305,1.23,67008.57,80.88,15.10,0.36,1.21,1.39,1.06
HAVILAND,9090,3305,1.23,67009.80,95.64,0.39,0.67,0.61,0.88,1.82
NAUMANN,9092,3304,1.22,67011.02,96.55,(S),0.48,(S),0.97,1.48
AMOROSO,9093,3303,1.22,67012.25,90.61,(S),3.42,(S),1.63,2.69
DONAHOE,9093,3303,1.22,67013.47,95.40,1.54,0.54,0.15,0.97,1.39
FRANCK,9093,3303,1.22,67014.70,91.77,4.24,0.58,0.21,1.21,2.00
REIF,9093,3303,1.22,67015.92,94.28,2.15,0.51,0.39,1.60,1.06
BELKNAP,9097,3302,1.22,67017.15,96.00,0.18,0.30,0.88,0.73,1.91
PERROTTA,9097,3302,1.22,67018.37,95.97,(S),0.18,(S),1.03,2.57
TOLLE,9097,3302,1.22,67019.59,96.03,0.48,0.27,0.36,1.18,1.67
DOUGAN,9100,3301,1.22,67020.82,90.88,4.33,0.73,0.42,2.12,1.51
HEYER,9100,3301,1.22,67022.04,93.06,1.39,1.15,0.73,1.00,2.67
FRAKES,9102,3300,1.22,67023.26,94.18,1.76,0.52,0.45,1.67,1.42
LEATH,9102,3300,1.22,67024.49,66.18,30.12,0.48,0.45,1.55,1.21
POTEAT,9102,3300,1.22,67025.71,64.82,32.55,0.30,0.36,1.00,0.97
GRANILLO,9105,3299,1.22,67026.93,7.58,(S),(S),1.64,0.58,89.88
MARINE,9105,3299,1.22,67028.16,63.44,11.79,2.00,1.30,4.88,16.58
VIOLETTE,9105,3299,1.22,67029.38,95.51,0.48,0.55,0.36,1.09,2.00
ZELLNER,9105,3299,1.22,67030.60,83.54,13.40,(S),(S),1.36,1.03
DIDONATO,9109,3298,1.22,67031.82,96.94,(S),0.36,(S),0.70,1.76
FONTANEZ,9109,3298,1.22,67033.05,6.37,0.88,(S),(S),0.61,91.72
BRADBERRY,9111,3297,1.22,67034.27,78.47,18.11,0.21,0.82,1.55,0.85
MORMAN,9111,3297,1.22,67035.49,57.60,39.31,0.15,0.33,1.33,1.27
MENTZER,9113,3296,1.22,67036.71,97.75,0.24,0.36,0.24,0.82,0.58
LAMOUREUX,9114,3295,1.22,67037.93,96.97,(S),0.39,(S),1.03,1.18
CATANIA,9115,3294,1.22,67039.16,93.59,(S),0.88,(S),1.70,3.64
SABATINO,9115,3294,1.22,67040.38,95.08,0.46,0.82,0.00,1.55,2.09
WENNER,9117,3292,1.22,67041.60,96.63,0.55,0.52,0.24,0.88,1.18
ANTONUCCI,9118,3291,1.22,67042.82,97.36,(S),0.30,(S),0.70,1.55
HEPBURN,9118,3291,1.22,67044.04,64.75,32.03,(S),(S),1.82,0.94
LOSEY,9118,3291,1.22,67045.26,94.77,1.43,0.61,0.67,1.15,1.37
PASTRANA,9118,3291,1.22,67046.48,6.38,0.21,6.20,0.18,0.97,86.05
SHENK,9118,3291,1.22,67047.70,96.35,0.27,1.15,0.33,0.61,1.28
EGGER,9123,3290,1.22,67048.92,94.89,0.67,0.46,0.46,1.12,2.40
HIGBEE,9123,3290,1.22,67050.14,94.16,0.97,0.46,0.88,1.82,1.70
ADAMES,9125,3288,1.22,67051.36,6.33,1.55,0.49,0.30,0.55,90.78
REEP,9125,3288,1.22,67052.57,87.99,8.18,0.49,0.55,1.52,1.28
CAVALLO,9127,3287,1.22,67053.79,91.54,0.37,0.21,0.21,1.37,6.30
BRIDWELL,9128,3286,1.22,67055.01,92.09,3.74,0.30,0.94,1.61,1.31
EVERETTE,9129,3285,1.22,67056.23,47.98,47.79,0.37,0.52,1.67,1.67
PEET,9129,3285,1.22,67057.45,85.57,9.35,0.85,0.67,1.28,2.28
POOR,9129,3285,1.22,67058.66,93.94,0.58,0.79,1.52,1.52,1.64
VILLALBA,9129,3285,1.22,67059.88,6.70,0.30,1.16,0.18,0.21,91.45
ARNEY,9133,3284,1.22,67061.10,94.21,1.71,0.46,0.43,1.52,1.67
MARROW,9134,3283,1.22,67062.32,44.05,50.87,0.27,0.76,1.68,2.38
SHARON,9134,3283,1.22,67063.53,88.82,4.51,1.55,0.70,1.86,2.56
TOWERY,9134,3283,1.22,67064.75,93.82,1.64,0.18,0.94,1.68,1.74
TRAINER,9134,3283,1.22,67065.97,92.05,5.12,0.34,0.37,0.91,1.22
CUMMING,9138,3282,1.22,67067.18,87.63,8.07,0.55,0.85,1.07,1.83
RIMMER,9138,3282,1.22,67068.40,80.62,16.64,(S),(S),1.04,1.34
FELT,9140,3281,1.22,67069.62,94.79,1.86,0.37,0.58,0.94,1.46
GARRARD,9140,3281,1.22,67070.83,89.18,6.34,0.52,0.30,2.35,1.31
PARRETT,9140,3281,1.22,67072.05,90.25,4.48,0.70,1.49,1.80,1.28
PINTER,9140,3281,1.22,67073.27,95.82,0.46,(S),(S),0.82,2.44
STANGER,9140,3281,1.22,67074.48,95.28,0.24,0.27,2.10,1.13,0.98
BENEDETTO,9145,3280,1.22,67075.70,95.24,0.37,0.34,0.15,0.95,2.96
LINGENFELTER,9145,3280,1.22,67076.91,97.47,(S),(S),0.43,0.61,1.22
BILLY,9147,3279,1.22,67078.13,38.61,14.09,0.64,41.57,2.53,2.56
RESCH,9147,3279,1.22,67079.34,96.77,0.40,0.43,0.34,0.85,1.22
CALDERONE,9149,3278,1.22,67080.56,90.76,(S),0.46,(S),1.01,7.32
MIKESELL,9149,3278,1.22,67081.77,94.81,0.24,1.46,0.18,1.43,1.86
OSTERMAN,9149,3278,1.22,67082.99,95.36,0.43,0.58,0.27,1.53,1.83
REDFERN,9149,3278,1.22,67084.20,81.70,12.36,0.52,1.22,2.23,1.98
TRUEBLOOD,9149,3278,1.22,67085.42,86.30,6.83,0.49,2.68,1.80,1.89
PLACENCIA,9154,3277,1.21,67086.63,5.98,0.21,0.31,0.58,0.85,92.07
VARNADO,9154,3277,1.21,67087.85,46.90,49.40,0.15,0.34,1.34,1.86
WAMSLEY,9154,3277,1.21,67089.06,95.45,1.25,0.61,0.58,1.19,0.92
WARR,9154,3277,1.21,67090.28,71.07,25.42,0.34,0.43,1.07,1.68
HARSHBARGER,9158,3276,1.21,67091.49,97.19,0.15,0.46,0.24,0.85,1.10
TOPPING,9159,3275,1.21,67092.71,85.80,7.97,0.49,2.11,2.14,1.50
DECOSTA,9160,3274,1.21,67093.92,71.99,10.42,4.31,0.49,6.41,6.38
FELTNER,9160,3274,1.21,67095.13,96.88,0.49,0.37,0.18,1.19,0.89
TART,9160,3274,1.21,67096.35,74.65,22.72,0.18,0.40,1.01,1.04
BLUMBERG,9163,3273,1.21,67097.56,95.39,0.27,0.24,0.15,0.98,2.96
CULLEY,9163,3273,1.21,67098.78,84.36,9.93,0.31,1.71,1.77,1.92
SHAIKH,9163,3273,1.21,67099.99,5.26,0.70,82.89,0.18,9.59,1.37
BORK,9166,3272,1.21,67101.20,96.12,0.58,0.40,0.61,1.01,1.28
THIBEAULT,9166,3272,1.21,67102.41,97.37,(S),0.24,(S),0.86,1.31
STOLZ,9168,3271,1.21,67103.63,96.51,0.34,0.76,0.15,1.10,1.13
RAMSDELL,9169,3270,1.21,67104.84,94.53,1.07,0.43,0.95,1.62,1.41
TEDFORD,9169,3270,1.21,67106.05,90.15,7.37,0.21,0.15,1.01,1.10
DAVES,9171,3269,1.21,67107.26,83.88,11.93,0.24,0.34,1.71,1.90
NOTO,9171,3269,1.21,67108.47,94.31,0.46,1.56,0.00,1.04,2.63
POULSON,9171,3269,1.21,67109.69,87.21,9.88,0.46,0.34,1.13,0.98
ALTIERI,9174,3268,1.21,67110.90,93.76,0.55,0.28,0.00,0.70,4.71
GRAFTON,9174,3268,1.21,67112.11,87.91,9.06,0.18,0.37,0.98,1.50
HARTLINE,9174,3268,1.21,67113.32,96.45,(S),(S),0.61,1.04,1.44
KISNER,9174,3268,1.21,67114.53,94.92,1.87,0.34,0.37,1.47,1.04
MENDOSA,9174,3268,1.21,67115.74,6.12,0.76,1.25,(S),(S),91.06
REMY,9174,3268,1.21,67116.96,62.64,27.51,0.86,0.52,4.99,3.49
ANSARI,9180,3267,1.21,67118.17,29.14,7.59,49.95,0.21,11.57,1.53
CRIPE,9180,3267,1.21,67119.38,96.82,0.28,0.28,0.24,0.89,1.50
HARTFIELD,9180,3267,1.21,67120.59,42.36,53.75,0.21,0.52,1.93,1.22
MULVANEY,9180,3267,1.21,67121.80,95.78,0.73,0.40,0.28,0.89,1.93
SHER,9180,3267,1.21,67123.01,90.08,0.64,6.37,0.21,1.84,0.86
WATHEN,9185,3266,1.21,67124.22,94.00,2.63,0.34,0.18,0.95,1.90
WHITTON,9185,3266,1.21,67125.43,94.73,1.90,0.37,0.15,1.56,1.29
EISELE,9187,3265,1.21,67126.64,96.63,0.18,0.64,0.55,0.83,1.16
HINOJOS,9187,3265,1.21,67127.85,6.16,(S),(S),0.55,0.40,92.68
BACKER,9189,3264,1.21,67129.06,91.67,4.47,0.52,0.55,1.29,1.50
SCHUETZ,9189,3264,1.21,67130.27,96.94,(S),0.55,(S),0.89,1.19
SPEAKS,9189,3264,1.21,67131.48,62.90,31.16,0.46,1.26,2.45,1.78
MARCOS,9192,3263,1.21,67132.69,24.06,0.89,16.21,0.28,2.97,55.59
MASK,9192,3263,1.21,67133.90,74.62,20.84,0.43,0.67,1.78,1.65
NOVOA,9192,3263,1.21,67135.11,8.24,0.31,0.40,0.18,0.34,90.53
OBOYLE,9192,3263,1.21,67136.32,97.30,(S),0.31,(S),1.13,1.16
KIRCHER,9196,3262,1.21,67137.53,96.29,0.58,0.49,0.18,1.04,1.41
STANG,9196,3262,1.21,67138.74,94.42,1.35,1.81,0.18,0.89,1.35
SCALA,9198,3261,1.21,67139.95,95.80,(S),0.43,(S),0.95,2.61
SIBERT,9198,3261,1.21,67141.16,76.42,19.78,0.21,0.43,1.53,1.63
HALVORSEN,9200,3260,1.21,67142.37,95.58,(S),0.67,(S),1.50,2.06
HENDON,9200,3260,1.21,67143.57,76.38,18.31,0.25,1.87,1.53,1.66
MONTALBANO,9200,3260,1.21,67144.78,95.12,(S),0.58,(S),1.13,2.85
ZACARIAS,9200,3260,1.21,67145.99,5.31,0.61,2.98,0.21,0.61,90.28
ZERMENO,9200,3260,1.21,67147.20,5.09,(S),0.00,0.40,(S),94.26
BINION,9205,3259,1.21,67148.41,55.69,39.37,0.71,0.71,2.24,1.29
GRAMS,9205,3259,1.21,67149.62,96.23,0.89,0.37,0.52,0.80,1.20
HORNBERGER,9205,3259,1.21,67150.82,96.23,1.23,0.28,0.18,0.86,1.23
VANCAMP,9205,3259,1.21,67152.03,96.81,0.52,0.64,0.25,0.92,0.86
DEWALD,9209,3258,1.21,67153.24,97.36,0.15,0.37,0.25,0.95,0.92
RIVES,9209,3258,1.21,67154.45,77.01,11.23,0.37,0.28,0.89,10.22
SANKEY,9209,3258,1.21,67155.65,67.07,28.33,0.68,1.78,1.35,0.80
KLEINMAN,9212,3257,1.21,67156.86,96.87,0.25,0.40,0.18,0.58,1.72
FALCONER,9213,3256,1.21,67158.07,76.04,18.55,0.49,0.55,2.36,2.00
RUMPH,9213,3256,1.21,67159.28,34.98,62.78,(S),(S),0.92,1.04
DEPASQUALE,9215,3255,1.21,67160.48,96.87,(S),0.22,(S),0.71,2.12
GAMINO,9215,3255,1.21,67161.69,7.31,(S),1.84,(S),0.49,90.02
MATUS,9215,3255,1.21,67162.90,51.18,0.40,0.71,4.18,2.24,41.29
OLMSTED,9215,3255,1.21,67164.10,96.59,(S),0.74,(S),0.92,1.17
SPINNER,9215,3255,1.21,67165.31,74.62,22.03,0.22,0.25,1.81,1.08
SWETT,9215,3255,1.21,67166.52,90.48,3.50,0.46,2.95,1.41,1.20
ABSHER,9221,3254,1.21,67167.72,96.00,0.43,0.34,0.68,1.38,1.17
CULLER,9221,3254,1.21,67168.93,82.24,15.03,0.28,0.15,1.26,1.04
FRYMAN,9223,3253,1.21,67170.13,96.56,1.01,(S),(S),1.20,1.05
CARLYLE,9224,3252,1.21,67171.34,82.38,12.64,0.46,1.57,1.66,1.29
LAMPERT,9224,3252,1.21,67172.55,96.19,0.98,0.43,0.43,1.05,0.92
CHOUINARD,9226,3251,1.21,67173.75,96.46,(S),0.46,(S),1.26,1.60
DUNAGAN,9226,3251,1.21,67174.96,91.42,4.58,0.80,0.52,1.02,1.66
TERRANOVA,9226,3251,1.21,67176.16,94.09,0.25,(S),(S),0.92,4.49
WESOLOWSKI,9226,3251,1.21,67177.37,96.89,(S),0.40,(S),1.23,1.02
HETHERINGTON,9230,3250,1.20,67178.57,92.71,3.69,0.52,0.37,1.23,1.48
SCALISE,9230,3250,1.20,67179.78,95.78,(S),0.34,(S),0.80,2.71
JOUBERT,9232,3249,1.20,67180.98,55.62,34.32,0.31,0.55,2.25,6.96
MARCANO,9232,3249,1.20,67182.18,9.20,9.42,0.18,0.18,1.57,79.44
PENDERGAST,9232,3249,1.20,67183.39,94.68,2.43,0.43,0.18,0.77,1.51
SCHELLER,9235,3248,1.20,67184.59,95.84,0.25,0.77,0.58,1.05,1.51
LENOIR,9236,3247,1.20,67185.80,39.88,52.29,0.15,3.33,2.80,1.54
WHISENHUNT,9236,3247,1.20,67187.00,90.73,2.49,0.15,2.77,2.00,1.85
MAHAR,9238,3246,1.20,67188.20,93.41,0.40,2.59,0.55,2.00,1.05
PECORARO,9238,3246,1.20,67189.41,96.09,(S),0.31,(S),1.23,2.19
VANLANDINGHAM,9238,3246,1.20,67190.61,90.30,5.61,0.46,0.46,1.05,2.13
YOU,9238,3246,1.20,67191.81,3.39,(S),92.14,(S),2.93,0.80
DAUM,9242,3244,1.20,67193.02,95.99,0.77,0.59,0.15,1.05,1.45
EDDINGTON,9242,3244,1.20,67194.22,72.50,23.49,0.28,0.71,1.60,1.42
NATIVIDAD,9242,3244,1.20,67195.42,4.87,0.71,40.41,0.31,3.11,50.59
PENICK,9242,3244,1.20,67196.62,77.62,18.00,0.40,0.40,2.19,1.39
DELEO,9246,3243,1.20,67197.83,92.69,0.49,0.65,0.15,1.57,4.44
SANTUCCI,9246,3243,1.20,67199.03,95.53,(S),0.43,(S),0.86,2.78
SOLTIS,9246,3243,1.20,67200.23,96.82,0.52,0.68,0.00,0.74,1.23
COSTANZA,9249,3242,1.20,67201.43,93.37,0.22,0.37,0.00,1.05,5.00
FARLOW,9249,3242,1.20,67202.63,86.12,11.32,0.37,0.59,0.77,0.83
HINER,9249,3242,1.20,67203.84,92.60,2.75,0.52,0.89,1.79,1.45
DUPREY,9252,3241,1.20,67205.04,81.27,2.96,0.25,0.25,1.30,13.98
FANN,9252,3241,1.20,67206.24,76.98,15.37,4.47,0.56,1.39,1.23
