Judge Identification Number,Judge Last Name,Judge First Name,Judge Middle Name,Suffix,Birth month,Birth day,Birth year,Place of Birth (City),Place of Birth (State),Death month,Death day,Death year,Place of Death (City),Place of Death (State),Gender,Race or Ethnicity,Judge Identification Number,Court Name,Court Type,President name,Party Affiliation of President,Renominating President name,Party Affiliation of Renominating President,Nomination Date Senate Executive Journal,ABA Rating,Recess Appointment date,Vice last name (predecessor),Vice first name (predecessor),Authorization legislation,Referral date (referral to Judicial Committee),Report number,Committee action,Committee action date,Hearings,Senate voice vote,Senate vote Ayes/Nays,Senate Vote Date (Confirmation Date),Commission Date,Date of Service as Chief Judge (begin),Date of Service as Chief Judge (end),Second Date of Service as Chief Judge (begin),Second Date of Service as Chief Judge (end),Retirement from Active Service,Date of Termination,Termination specific reason,Judge Identification Number,Court Name (2),Court Type (2),President name (2),Party Affiliation of President (2),Renominating President name (2),Party Affiliation of Renominating President (2),Nomination Date Senate Executive Journal (2),ABA Rating (2),Recess Appointment date (2),Vice last name (predecessor) (2),Vice first name (predecessor) (2),Authorization legislation (2),referral date (referral to Judicial Committee) (2),Report number (2),committee action (2),Committee action date (2),Hearings (2),Senate voice vote (2),Senate vote Ayes/Nays (2),Senate Vote Date (Confirmation Date) (2),Commission Date (2),Date of Service as Chief Judge (begin) (2),Date of Service as Chief Judge (end) (2),Second Date of Service as Chief Judge (begin) (2),Second Date of Service as Chief Judge (end) (2),Retirement from Active Service (2),Date of Termination (2),Termination specific reason (2),Judge Identification Number,Court Name (3),Court Type (3),President name (3),Party Affiliation of President (3),Renominating President name (3),Party Affiliation of Renominating President (3),Nomination Date Senate Executive Journal (3),ABA Rating (3),Recess Appointment date (3),Vice last name (predecessor) (3),Vice first name (predecessor) (3),Authorization legislation (3),referral date (referral to Judicial Committee) (3),Report number (3),committee action (3),Committee action date (3),Hearings (3),Senate voice vote (3),Senate vote Ayes/Nays (3),Senate Vote Date (Confirmation Date) (3),Commission Date (3),Date of Service as Chief Judge (begin) (3),Date of Service as Chief Judge (end) (3),Second Date of Service as Chief Judge (begin) (3),Second Date of Service as Chief Judge (end) (3),Retirement from Active Service (3),Date of Termination (3),Termination specific reason (3),Judge Identification Number,Court Name (4),Court Type (4),President name (4),Party Affiliation of President (4),Renominating President name (4),Party Affiliation of Renominating President (4),Nomination Date Senate Executive Journal (4),ABA Rating (4),Recess Appointment date (4),Vice last name (predecessor) (4),Vice first name (predecessor) (4),Authorization legislation (4),referral date (referral to Judicial Committee) (4),Report number (4),committee action (4),Committee action date (4),Hearings (4),Senate voice vote (4),Senate vote Ayes/Nays (4),Senate Vote Date (Confirmation Date) (4),Commission Date (4),Date of Service as Chief Judge (begin) (4),Date of Service as Chief Judge (end) (4),Second Date of Service as Chief Judge (begin) (4),Second Date of Service as Chief Judge (end) (4),Retirement from Active Service (4),Date of Termination (4),Termination specific reason (4),Judge Identification Number,Court Name (5),Court Type (5),President name (5),Party Affiliation of President (5),Renominating President name (5),Party Affiliation of Renominating President (5),Nomination Date Senate Executive Journal (5),ABA Rating (5),Recess Appointment date (5),Vice last name (predecessor) (5),Vice first name (predecessor) (5),Authorization legislation (5),referral date (referral to Judicial Committee) (5),Report number (5),committee action (5),Committee action date (5),Hearings (5),Senate voice vote (5),Senate vote Ayes/Nays (5),Senate Vote Date (Confirmation Date) (5),Commission Date (5),Date of Service as Chief Judge (begin) (5),Date of Service as Chief Judge (end) (5),Second Date of Service as Chief Judge (begin) (5),Second Date of Service as Chief Judge (end) (5),Retirement from Active Service (5),Date of Termination (5),Termination specific reason (5),Judge Identification Number,Court Name (6),Court Type (6),President name (6),Party Affiliation of President (6),Nomination Date Senate Executive Journal (6),Renominating President name (6),Party Affiliation of Renominating President (6),ABA Rating (6),Recess Appointment date (6),Vice last name (predecessor) (6),Vice first name (predecessor) (6),Authorization legislation (6),referral date (referral to Judicial Committee) (6),Report number (6),committee action (6),Committee action date (6),Hearings (6),Senate voice vote (6),Senate vote Ayes/Nays (6),Senate Vote Date (Confirmation Date) (6),Commission Date (6),Date of Service as Chief Judge (begin) (6),Date of Service as Chief Judge (end) (6),Second Date of Service as Chief Judge (begin) (6),Second Date of Service as Chief Judge (end) (6),Retirement from Active Service (6),Date of Termination (6),Termination specific reason (6),Name of School,Degree,Degree year,Name of School (2),Degree (2),Degree year (2),Name of School (3),Degree (3),Degree year (3),Name of School (4),Degree (4),Degree year (4),Name of School (5),Degree  (5),Degree year (5),Employment text field,Bankruptcy and Magistrate service
453,Cleland,Robert,Hardy, ,,,1947,St. Clair,MI, , , , , ,M,White,453,"U. S. District Court, Eastern District of Michigan",USDC,George H.W. Bush,Republican,,,02/20/1990,Qualified,,Churchill,James Paul, ,02/20/1990, ,Reported With Recommendation,06/14/1990, ,Yes, ,06/18/1990,06/19/1990,,,,,02/28/2013,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michigan State University,B.A.,1969,University of North Carolina School of Law,J.D.,1972,,,,,,,,,,"Private practice, Port Huron, Michigan, 1972-1975<BR>Office of the Prosecuting Attorney, St. Clair County, Port Huron, Michigan, 1972-1990; assistant prosecutor, 1972-1975; chief trial attorney, 1975-1977; chief assistant, 1977-1980; prosecutor, 1981-1990",
454,Clement,Edith,Brown, ,,,1948,Birmingham,AL, , , , , ,F,White,454,"U. S. District Court, Eastern District of Louisiana",USDC,George H.W. Bush,Republican,,,10/01/1991,Qualified,,"Schwartz, Jr.",Charles, ,10/01/1991, ,Reported With Recommendation,11/21/1991, ,Yes, ,11/21/1991,11/25/1991,2001,2001,,,,11/27/2001,Appointment to Another Judicial Position,454,U. S. Court of Appeals for the Fifth Circuit,USCA,George W. Bush,Republican,,,09/04/2001,Well Qualified,,"Duhe, Jr.",John M., ,, ,Reported With Recommendation,11/01/2001,10/4/2001,No,99/0,11/13/2001,11/26/2001,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Alabama,B.A.,1969,Tulane University Law School,J.D.,1973,,,,,,,,,,"Law clerk, Hon. Herbert W. Christenberry, U.S. District Court, Eastern District of Louisiana, 1973-1975<BR>Private practice, New Orleans, Louisiana, 1975-1991<BR><BR>Nominated to U.S. Court of Appeals for the Fifth Circuit, May 9, 2001; no Senate vote",
455,Clemon,U.,W., ,,,1943,Fairfield,AL, , , , , ,M,African American,455,"U. S. District Court, Northern District of Alabama",USDC,Jimmy Carter,Democratic,,,01/10/1980,Not Qualified,,new, ,92 Stat. 1629,01/10/1980, ,Reported With Recommendation,06/24/1980, ,Yes, ,06/26/1980,06/30/1980,1999,2006,,,,01/31/2009,Retirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miles College,B.A.,1965,Columbia Law School,J.D.,1968,,,,,,,,,,"Private practice, Birmingham, Alabama, 1969-1980<BR>State senator, Alabama, 1975-1980",
456,Clevenger,Raymond,Charles,III,,,1937,Topeka,KS, , , , , ,M,White,456,U. S. Court of Appeals for the Federal Circuit,USCA,George H.W. Bush,Republican,,,01/24/1990,Qualified,,Davis,Oscar Hirsh, ,01/24/1990, ,Reported With Recommendation,04/26/1990, ,Yes, ,04/27/1990,04/30/1990,,,,,02/01/2006,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yale University,B.A.,1959,Yale Law School,LL.B.,1966,,,,,,,,,,"Law clerk, Hon. Byron White, Supreme Court of the United States, 1966-1967<BR>Private practice, Washington, D.C., 1967-1990<BR>Special assistant to the general counsel, U.S. Department of Transportation, 1972",
457,Clevert,Charles,N.,Jr.,,,1947,Richmond,VA, , , , , ,M,African American,457,"U. S. District Court, Eastern District of Wisconsin",USDC,William J. Clinton,Democratic,,,12/07/1995,Well Qualified,,Evans,Terence T., ,12/07/1995, ,Reported With Recommendation,04/25/1996, ,Yes, ,07/17/1996,07/29/1996,2009,2012,,,10/31/2012,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davis and Elkins College,B.A.,1969,Georgetown University Law Center,J.D.,1972,,,,,,,,,,"Assistant district attorney, Milwaukee County, Wisconsin, 1972-1975<BR>Assistant U.S. attorney, Eastern District of Wisconsin, 1975-1977<BR>Special assistant U.S. attorney, Northern District of Illinois, 1977<BR>Lecturer, University of Wisconsin Law School, 1989-1990","U.S. Bankruptcy Judge, Eastern District of Wisconsin, 1977-1995; chief bankruptcy judge, 1986-1995<BR>"
458,Cliffe,Adam,C., ,6,25,1869,Sycamore,IL,6,12,1928, , ,M,White,458,"U. S. District Court, Northern District of Illinois",USDC,Warren G. Harding,Republican,,,12/20/1922, ,,new, ,42 Stat. 837,12/20/1922, ,Reported With Recommendation,12/22/1922, ,Yes, ,12/22/1922,12/22/1922,,,,,,06/12/1928,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northwestern University School of Law,LL.B., ,Read law, ,1897,,,,,,,,,,"Private practice, Sycamore, Illinois, 1897-1920<BR>State representative, Illinois <BR>State senator, Illinois <BR>Judge, Illinois Circuit Court, Sixteenth Judicial Circuit, 1920-1923",
459,Clifford,John,David,Jr.,5,15,1887,Lewiston,ME,11,18,1956, , ,M,White,459,"U. S. District Court, District of Maine",USDC,Harry S Truman,Democratic,,,01/10/1947, ,,Peters,John A., ,01/13/1947, ,Reported With Recommendation,03/10/1947, ,Yes, ,03/14/1947,03/24/1947,,,,,,11/18/1956,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowdoin College,A.B.,1910,Georgetown College Law School (now Georgetown University Law Center),LL.B.,1913,,,,,,,,,,"Private practice, Lewiston, Maine, 1914-1947<BR>State representative, Maine, 1915-1916<BR>U.S. attorney for the District of Maine, 1933-1947<BR>",
460,Clifford,Nathan, , ,8,18,1803,Rumney,NH,7,25,1881,Cornish,ME,M,White,460,Supreme Court of the United States,USSC,James Buchanan,Democratic,,,12/09/1857, ,,Curtis,Benjamin R., ,12/10/1857, ,Reported Without Recommendation,01/06/1859, ,No,26/23,01/12/1858,01/12/1858,,,,,,07/25/1881,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Read law, ,1827,,,,,,,,,,,,,"Private practice, Newfield, Maine, 1827-1830, 1843-1846<BR>State representative, Maine, 1830-1834; speaker, 1832-1834<BR>Attorney general, State of Maine, 1834-1838<BR>U.S. representative from Maine, 1839-1843<BR>Attorney General of the United States, 1846-1848<BR>Minister to Mexico, U.S. Department of State, 1848-1849<BR>Private practice, Portland, Maine, 1849-1857","Allotment as Circuit Justice:<br>First Circuit, February 15, 1858-May 1, 1881"
2942,Clifton,Richard,R., ,,,1950,Framingham,MA, , , , , ,M,White,2942,U. S. Court of Appeals for the Ninth Circuit,USCA,George W. Bush,Republican,,,09/04/2001,Qualified,,Hall,Cynthia Holcomb, ,, ,Reported With Recommendation,05/16/2002,5/9/2002,No,98/0,07/18/2002,07/30/2002,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Princeton University,A.B.,1972,Yale Law School,J.D.,1975,,,,,,,,,,"Law clerk, Hon. Herbert Y.C. Choy, U.S. Court of Appeals for the Ninth Circuit, 1975-1976<br>Private practice, Honolulu, Hawaii, 1977-2002<br>Adjunct professor, Richardson School of Law, University of Hawaii, 1978-1980, 1983-1989<BR><BR>Nominated to U.S. Court of Appeals for the Ninth Circuit, June 22, 2001; no Senate vote",
3298,Cline,Genevieve,Rose, ,7,27,1877,Warren,OH,10,25,1959,Cleveland,OH,F,White,3298,U. S. Customs Court,U. S. Customs Court,Calvin Coolidge,Republican,,,05/04/1928, ,,Adamson,William C., ,05/04/1928, ,Reported With Recommendation,05/25/1928, ,Yes, ,05/25/1928,05/26/1928,,,,,,03/01/1953,Retirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baldwin-Wallace College,LL.B.,1921,,,,,,,,,,,,,"Private practice, Cleveland, Ohio, 1921-1928<br>Appraiser of merchandise, U.S. Department of the Treasury, Cleveland, Ohio, 1922-1928<br>",
461,Coar,David,H., ,,,1943,Birmingham,AL, , , , , ,M,African American,461,"U. S. District Court, Northern District of Illinois",USDC,William J. Clinton,Democratic,,,08/16/1994,Well Qualified,,Rovner,Ilana Diamond, ,08/16/1994, ,Reported With Recommendation,09/28/1994, ,Yes, ,10/06/1994,10/07/1994,,,,,08/12/2009,12/31/2010,Retirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syracuse University,B.A.,1964,Loyola University Chicago School of Law,J.D.,1969,Harvard Law School,LL.M.,1970,,,,,,,"U.S. Marine Corps sergeant, 1965<BR>U.S. Marine Corps Reserve sergeant, 1965-1971<BR>Legal intern, NAACP Legal Defense and Education Fund, New York City, 1970-1971<BR>Private practice,  Mobile, Alabama 1971-1972<BR>Private practice, Birmingham, Alabama, 1972-1974<BR>Associate professor/associate dean, DePaul University College of Law, 1974-79, 1982-86<BR>U.S. trustee, Northern District of Illinois, 1979-1982<BR>Visiting professor of law, College of William and Mary, Marshall-Wythe Law School, 1985","U.S. Bankruptcy Judge, Northern District of Illinois, 1986-1994"
462,Cobb,Howell, , ,12,7,1922,Atlanta,GA,9,16,2005,Castine,ME,M,White,462,"U. S. District Court, Eastern District of Texas",USDC,Ronald Reagan,Republican,,,02/26/1985,Qualified,,new, ,98 Stat. 333,02/26/1985, ,Reported With Recommendation,04/03/1985, ,Yes, ,04/03/1985,04/04/1985,,,,,03/01/2001,09/16/2005,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Virginia School of Law,LL.B.,1948,,,,,,,,,,,,,"U.S. Navy aviation cadet, 1942-1943<BR>U.S. Marine Corps lieutenant, 1943-1945<BR>Instructor, Pensacola Naval Air Station, 1945<BR>Private practice, Houston, Texas, 1949-1954<BR>Private practice, Beaumont, Texas, 1954-1985<BR><BR>Nominated to U.S. District Court for the Eastern District of Texas, September 10, 1984; no Senate vote",
463,Cochran,Andrew,McConnell January, ,2,4,1854,Maysville,KY,6,12,1934, , ,M,White,463,"U. S. District Court, Eastern District of Kentucky",USDC,William McKinley,Republican,,,12/05/1901, ,04/24/1901,new, ,31 Stat. 781,12/05/1901, ,Reported With Recommendation,12/16/1901, ,Yes, ,12/17/1901,12/17/1901,,,,,,06/12/1934,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centre College,A.B.,1873,Harvard Law School,LL.B.,1877,,,,,,,,,,"Private practice, Maysville, Kentucky, 1877-1901",
464,Cochran,Ernest,Ford, ,9,12,1865,Anderson,SC,3,4,1934, , ,M,White,464,"U. S. District Court, Eastern District of South Carolina",USDC,Calvin Coolidge,Republican,,,12/15/1923, ,11/22/1923,Smith,Henry A. M., ,12/15/1923, ,Reported With Recommendation,01/17/1924, ,Yes, ,01/17/1924,01/21/1924,,,,,,03/04/1934,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Virginia School of Law,LL.B.,1888,,,,,,,,,,,,,"Private practice, Anderson, South Carolina, 1889-1923<BR>Commissioner, U.S. District Court, District of South Carolina, 1889-1891<BR>Assistant U.S. attorney, District of South Carolina, 1891-1892, 1898-1905<BR>City attorney, Anderson, South Carolina, 1898-1900<BR>U.S. attorney for the District of South Carolina, 1906-1914<BR>U.S. attorney for the Western District of South Carolina, 1921-1923<BR><BR><BR>",
465,Coffey,John,Louis, ,4,15,1922,Milwaukee,WI,11,10,2012,Whitefish Bay,WI,M,White,465,U. S. Court of Appeals for the Seventh Circuit,USCA,Ronald Reagan,Republican,,,02/19/1982,Qualified,,Fairchild,Thomas Edward, ,02/19/1982, ,Reported With Recommendation,03/17/1982, ,Yes, ,03/18/1982,03/19/1982,,,,,07/02/2004,11/10/2012,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marquette University,B.A.,1943,Marquette University Law School,J.D.,1948,,,,,,,,,,"U.S. Navy, 1943-1946<BR>Assistant city attorney, Milwaukee, Wisconsin, 1949-1954<BR>Judge, Milwaukee County [Wisconsin] Civil Court, 1954-1960<BR>Judge, Milwaukee County [Wisconsin], Municipal Court, 1960-1962<BR>Judge, Wisconsin Circuit Court, Milwaukee County, 1962-1978; senior judge, Criminal Division, 1972-1975; chief presiding judge, Criminal Division, 1976; Civil Division, 1976-1978<BR>Justice, Wisconsin Supreme Court, 1978-1982<BR>",
466,Coffin,Frank,Morey, ,7,11,1919,Lewiston,ME,12,7,2009,Portland,ME,M,White,466,U. S. Court of Appeals for the First Circuit,USCA,Lyndon B. Johnson,Democratic,,,09/15/1965, ,,Hartigan,John Patrick, ,09/15/1965, ,Reported With Recommendation,10/01/1965, ,Yes, ,10/01/1965,10/02/1965,1972,1983,,,02/01/1989,12/07/2009,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bates College,A.B.,1940,Harvard Business School,I.A.,1943,Harvard Law School,LL.B.,1947,,,,,,,"U.S. Navy lieutenant, 1943-1946<BR>Law clerk, Hon. John D. Clifford, Jr., U.S. District Court, District of Maine, 1947-1949<BR>Corporation counsel, Lewiston, Maine, 1949-1952<BR>Private practice, Lewiston, Maine, 1946-1953<BR>Private practice, Portland, Maine, 1953-1956<BR>U.S. representative from Maine, 1957-1961<BR>Managing director, Development Loan Fund, 1961<BR>Deputy administrator, U.S. Agency for International Development, 1961-1964<BR>U.S. representative to development assistance committee, Organisation for Economic Co-Operation and Development, 1964-1965<BR>",
467,Coffman,Jennifer,B., ,,,1948,Union City,TN, , , , , ,F,White,467,"U. S. District Court, Eastern District of Kentucky",USDC,William J. Clinton,Democratic,,,08/06/1993,Well Qualified,,"Siler, Jr.",Eugene E., ,08/06/1993, ,Reported With Recommendation,09/30/1993, ,Yes, ,09/30/1993,10/01/1993,2007,2012,,,,01/08/2013,Retirement,467,"U. S. District Court, Western District of Kentucky",USDC,William J. Clinton,Democratic,,,08/06/1993,Well Qualified,,"Siler, Jr.",Eugene E., ,08/06/1993, ,Reported With Recommendation,09/30/1993, ,Yes, ,09/30/1993,10/01/1993,,,,,,01/08/2013,Retirement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Kentucky,B.A.,1969,University of Kentucky,M.S.,1971,University of Kentucky College of Law,J.D.,1978,,,,,,,"Private practice, Lexington, Kentucky, 1977-1993<BR>Adjunct instructor, University of Kentucky College of Law, 1979-1981","Judge, Foreign Intelligence Surveillance Court, 2011-2013"
468,Coffrin,Albert,Wheeler, ,12,21,1919,Burlington,VT,1,13,1993,Burlington,VT,M,White,468,"U. S. District Court, District of Vermont",USDC,Richard M. Nixon,Republican,,,05/03/1972, ,,Leddy,Bernard J., ,05/03/1972, ,Reported With Recommendation,06/08/1972, ,Yes, ,06/08/1972,06/09/1972,1983,1988,,,01/31/1989,01/13/1993,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middlebury College,A.B.,1941,Cornell Law School,LL.B.,1947,,,,,,,,,,"U.S. Navy lieutenant, 1942-1945, 1951-1952<BR>Private practice, Burlington, Vermont, 1947-1951, 1952-1972",
3111,Cogan,Brian,Mark, ,,,1954,Chicago,IL, , , , , ,M,White,3111,"U. S. District Court, Eastern District of New York",USDC,George W. Bush,Republican,,,01/25/2006,Qualified,,Block,Frederic, ,01/25/2006, ,Reported With Recommendation,04/27/2006,3/29/2006,No,95/0,05/04/2006,06/07/2006,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Illinois,B.A.,1975,Cornell Law School,J.D.,1979,,,,,,,,,,"Law clerk, Hon. Sydney M. Aronovitz, U.S. District Court, Southern District of Florida, 1979-1980<br>Private practice, New York City, 1980-2006",
3362,Cogburn,Max,Oliver,Jr.,,,1951,Cambridge,MA, , , , , ,M,White,3362,"U. S. District Court, Western District of North Carolina",USDC,Barack Obama,Democratic,,,01/05/2011,Well Qualified,,Thornburg,Lacy H., ,01/05/2011, ,Reported With Recommendation,02/03/2011, ,No,96/0,03/10/2011,03/11/2011,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of North Carolina,B.A.,1973,"Samford University, Cumberland School of Law",J.D.,1976,,,,,,,,,,"Private practice, Asheville, North Carolina, 1976-1980, 1995, 2004-2011<br>Assistant U.S. attorney, Western District of North Carolina, 1980-1992<br>Private practice, Charlotte, North Carolina, 1992-1995<BR><BR>Nominated to U.S. District Court for the Western District of North Carolina, May 27, 2010; no Senate vote","U.S. Magistrate Judge, U.S. District Court, Western District of North Carolina, 1995-2004"
3564,Cohen,Mark,Howard, ,,,1955,Miami Beach,FL, , , , , ,M,White,3564,"U. S. District Court, Northern District of Georgia",USDC,Barack Obama,Democratic,,,01/06/2014,Qualified,,Cooper,Clarence, ,01/06/2014, ,Reported With Recommendation,06/19/2014,05/13/2014,Yes, ,11/18/2014,11/20/2014,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emory University,B.A.,1976,Emory University School of Law,J.D.,1979,,,,,,,,,,"Law clerk, Hon. Joel M. Feldman, U.S. District Court, Northern District of Georgia, 1979-1981<BR>Office of the Attorney General, State of Georgia, 1981-1994; staff assistant attorney general, 1981-1982; assistant attorney general, 1982-1989; senior assistant attorney general, 1989-1994<BR>University attorney, University of Arizona, 1994<BR>Chief state administrative law judge, Georgia Office of State Administrative Hearings, 1995<BR>Office of Gov. Zell Miller, Georgia, 1995-1999; executive counsel, 1995-1998; executive secretary, 1998-1999<BR>Private practice, Atlanta, Georgia, 1999-2014<BR><BR>Nominated to U.S. District Court for the Northern District of Georgia, December 19, 2013; no Senate vote",
469,Cohen,Mitchell,Harry, ,9,11,1904,Philadelphia,PA,1,7,1991,Philadelphia,PA,M,White,469,"U. S. District Court, District of New Jersey",USDC,John F. Kennedy,Democratic,,,07/06/1962, ,,Hartshorne,Richard, ,07/06/1962, ,Reported With Recommendation,07/27/1962, ,Yes, ,08/01/1962,08/02/1962,1973,1974,,,09/11/1974,01/07/1991,Death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dickinson School of Law,LL.B.,1928,,,,,,,,,,,,,"Private practice, Camden, New Jersey, 1930-1958<BR>Annual solicitor, Camden City [New Jersey] Welfare Board, 1936<BR>City prosecutor, Camden, New Jersey, 1936-1942<BR>Member, Camden County [New Jersey] Board of Chosen Freeholders, 1940<BR>Judge, Camden City [New Jersey] Municipal Court, 1942-1947<BR>U.S. Army, World War II<BR>Prosecutor, Camden County, New Jersey, 1948-1958<BR>Judge, Camden County [New Jersey] Court, 1958-1961<BR>Judge, Superior Court of New Jersey, 1961-1962<BR>",
