year,tract_name,geo_id,english_only_population_5_and_over,white,total_population,asian,adults_25_to_64_with_bachelors_degree,median_age,total_households,foreign_born_population,population_5_and_over,median_household_income,owner_occupied_homes_median_value,below_poverty_line,black,hispanic,state,county,tract
2010,"Census Tract 4311, Alameda County, California",14000US06001431100,2270,1327,3112,330,1975,33.3,1329,461,2959,55613,451400,224,494,3112,06,001,431100
2010,"Census Tract 4312, Alameda County, California",14000US06001431200,3491,2957,5160,529,3012,43,2422,872,4877,55795,429200,749,331,5160,06,001,431200
2010,"Census Tract 4321, Alameda County, California",14000US06001432100,2358,1720,3593,511,2066,40.9,1300,664,3349,91585,527700,105,447,3593,06,001,432100
2010,"Census Tract 4322, Alameda County, California",14000US06001432200,2179,1464,3392,310,2098,41.9,1492,670,3313,51200,556300,219,607,3392,06,001,432200
2010,"Census Tract 4323, Alameda County, California",14000US06001432300,1742,830,4336,1167,2508,33.9,1484,1634,3988,75750,538000,187,540,4336,06,001,432300
2010,"Census Tract 4324, Alameda County, California",14000US06001432400,2082,1066,5434,1720,3074,34,1642,2169,5033,54932,481800,680,548,5434,06,001,432400
2010,"Census Tract 4325.01, Alameda County, California",14000US06001432501,1788,866,4861,2055,2717,37.5,1411,2347,4568,53597,447100,539,339,4861,06,001,432501
2010,"Census Tract 4325.02, Alameda County, California",14000US06001432502,2012,1016,4739,1240,2757,35,1406,1893,4524,64531,511000,479,738,4739,06,001,432502
2010,"Census Tract 4326, Alameda County, California",14000US06001432600,3633,1709,6333,1236,3662,40.3,2811,1675,5889,45805,372000,603,1548,6333,06,001,432600
2010,"Census Tract 4327, Alameda County, California",14000US06001432700,1874,1269,2369,367,1416,41.3,974,252,2169,87868,538200,41,89,2369,06,001,432700
2010,"Census Tract 4328, Alameda County, California",14000US06001432800,2032,1926,3241,627,1760,44.5,1348,810,3011,93462,682000,210,90,3241,06,001,432800
2010,"Census Tract 4330, Alameda County, California",14000US06001433000,1588,1480,3590,1003,2051,38.6,1272,1347,3324,68310,470200,236,253,3590,06,001,433000
2010,"Census Tract 4331.02, Alameda County, California",14000US06001433102,1665,1044,3900,1334,2002,33.7,1243,1455,3705,60938,475000,462,154,3900,06,001,433102
2010,"Census Tract 4331.03, Alameda County, California",14000US06001433103,1632,413,3729,645,2055,30.4,1518,1315,3274,41103,511600,792,725,3729,06,001,433103
2010,"Census Tract 4331.04, Alameda County, California",14000US06001433104,2068,811,3123,449,2012,36.8,1543,654,3033,58460,382100,76,828,3123,06,001,433104
2010,"Census Tract 4332, Alameda County, California",14000US06001433200,3680,1501,7121,2528,3853,41,2576,2392,6657,53351,460400,941,1438,7121,06,001,433200
2010,"Census Tract 4333, Alameda County, California",14000US06001433300,3148,1829,6764,2257,3536,37.1,2050,2310,6414,73433,525500,684,475,6764,06,001,433300
2010,"Census Tract 4334, Alameda County, California",14000US06001433400,2809,1723,6739,2999,3797,39.5,2206,2955,6432,80516,472800,101,510,6739,06,001,433400
2010,"Census Tract 4335, Alameda County, California",14000US06001433500,2112,1458,4248,1577,2199,41,1277,1486,4051,75404,512300,142,170,4248,06,001,433500
2010,"Census Tract 4336, Alameda County, California",14000US06001433600,2719,1751,5943,2000,3281,38.3,1997,2121,5678,55432,448200,640,704,5943,06,001,433600
2010,"Census Tract 4337, Alameda County, California",14000US06001433700,1522,713,2953,808,1590,38.3,952,1110,2792,56591,385700,306,54,2953,06,001,433700
2010,"Census Tract 4338, Alameda County, California",14000US06001433800,3156,1139,8363,2520,4591,33.8,2496,3514,7652,53919,412300,1010,1240,8363,06,001,433800
2010,"Census Tract 4339, Alameda County, California",14000US06001433900,2829,874,6286,936,3481,28,2021,2350,5655,44503,322000,1179,1689,6286,06,001,433900
2010,"Census Tract 4340, Alameda County, California",14000US06001434000,2205,1216,4838,445,2401,28.2,1675,1142,4329,38736,362400,937,775,4838,06,001,434000
2010,"Census Tract 4351.02, Alameda County, California",14000US06001435102,2085,1582,3993,965,2500,38.5,1498,1366,3775,104063,662900,357,689,3993,06,001,435102
2010,"Census Tract 4351.03, Alameda County, California",14000US06001435103,3783,2356,6311,2569,3846,42.8,2034,1980,5847,135129,807400,164,373,6311,06,001,435103
2010,"Census Tract 4351.04, Alameda County, California",14000US06001435104,2231,1306,5478,1437,3159,29.1,1910,2017,4881,53923,406800,596,553,5478,06,001,435104
2010,"Census Tract 4352, Alameda County, California",14000US06001435200,2505,1224,4106,681,2573,39.5,1345,884,3833,77969,553100,178,1094,4106,06,001,435200
2010,"Census Tract 4353, Alameda County, California",14000US06001435300,2853,1282,4929,721,2601,37,1591,1054,4623,58997,459200,958,1122,4929,06,001,435300
2010,"Census Tract 4354, Alameda County, California",14000US06001435400,2625,1262,4004,590,2452,37.7,1921,828,3754,43693,409400,273,929,4004,06,001,435400
2010,"Census Tract 4355, Alameda County, California",14000US06001435500,1539,1084,3567,798,1854,36.6,1310,1210,3260,44831,434700,578,314,3567,06,001,435500
2010,"Census Tract 4356.01, Alameda County, California",14000US06001435601,1849,1166,4966,403,2805,30.6,1591,1964,4301,47891,360400,1019,321,4966,06,001,435601
2010,"Census Tract 4356.02, Alameda County, California",14000US06001435602,2277,1227,4716,322,2586,34.5,1415,1286,4160,51783,453000,1125,507,4716,06,001,435602
2010,"Census Tract 4357, Alameda County, California",14000US06001435700,1975,1093,4233,802,2407,34.6,1416,1089,3746,71518,428300,317,437,4233,06,001,435700
2010,"Census Tract 4358, Alameda County, California",14000US06001435800,2368,2030,5621,1140,2894,35.8,1604,1867,5100,74444,460100,263,83,5621,06,001,435800
2010,"Census Tract 4359, Alameda County, California",14000US06001435900,2642,2292,5288,1470,2706,39.4,1662,1785,5030,70714,475800,471,255,5288,06,001,435900
2010,"Census Tract 4360, Alameda County, California",14000US06001436000,2376,1695,4477,728,2383,38.5,1378,1404,4376,70809,455700,299,331,4477,06,001,436000
2010,"Census Tract 4361, Alameda County, California",14000US06001436100,2627,1529,4769,980,2709,39.8,1800,1494,4567,52966,428900,361,543,4769,06,001,436100
2010,"Census Tract 4362, Alameda County, California",14000US06001436200,1925,620,3689,87,2009,29.2,1162,990,3302,42816,454400,431,568,3689,06,001,436200
2010,"Census Tract 4363, Alameda County, California",14000US06001436300,1966,762,6498,994,3337,29.5,2049,2836,5662,54276,495700,611,664,6498,06,001,436300
2010,"Census Tract 4364.01, Alameda County, California",14000US06001436401,5120,2620,7785,1187,4627,35.2,2741,1626,7357,72083,446000,969,1199,7785,06,001,436401
2010,"Census Tract 4364.02, Alameda County, California",14000US06001436402,1939,1521,2813,456,1762,47,1023,667,2775,128063,684300,271,187,2813,06,001,436402
2010,"Census Tract 4365, Alameda County, California",14000US06001436500,2014,928,4638,971,2462,27.5,1694,1930,4302,51462,431400,753,1087,4638,06,001,436500
2010,"Census Tract 4366.01, Alameda County, California",14000US06001436601,2213,806,6408,651,3178,27.6,1854,2176,5797,44789,386000,1360,1056,6408,06,001,436601
2010,"Census Tract 4366.02, Alameda County, California",14000US06001436602,1704,530,4651,1004,2687,30.9,1612,1842,4189,50592,446300,538,842,4651,06,001,436602
2010,"Census Tract 4367, Alameda County, California",14000US06001436700,893,735,3394,150,1836,30.2,1036,1255,3034,49113,329200,991,113,3394,06,001,436700
2010,"Census Tract 4368, Alameda County, California",14000US06001436800,1865,790,4149,937,2597,32.4,1318,1500,3890,77813,485900,154,548,4149,06,001,436800
2010,"Census Tract 4369, Alameda County, California",14000US06001436900,2427,1071,6401,968,3387,32.3,1785,2564,5964,49507,521400,1102,687,6401,06,001,436900
2010,"Census Tract 4370, Alameda County, California",14000US06001437000,1153,584,2918,924,1765,42.1,1103,1195,2714,67137,381100,147,127,2918,06,001,437000
2010,"Census Tract 4371.01, Alameda County, California",14000US06001437101,2047,871,5712,3205,3436,41,1696,2592,5450,95385,539000,107,325,5712,06,001,437101
2010,"Census Tract 4371.02, Alameda County, California",14000US06001437102,1536,283,4842,1872,2645,34.2,1454,2059,4442,64819,310500,688,795,4842,06,001,437102
2010,"Census Tract 4372, Alameda County, California",14000US06001437200,3248,1258,6164,2117,3142,40.1,2067,1971,5916,57853,413500,474,642,6164,06,001,437200
2010,"Census Tract 4373, Alameda County, California",14000US06001437300,993,386,2910,817,1647,32.3,809,1541,2723,54583,397300,174,294,2910,06,001,437300
2010,"Census Tract 4374, Alameda County, California",14000US06001437400,1468,841,3443,174,1817,32.7,872,884,3055,64671,408200,503,80,3443,06,001,437400
2010,"Census Tract 4375, Alameda County, California",14000US06001437500,1228,390,4076,737,2092,28.4,1114,2034,3703,53028,430400,836,484,4076,06,001,437500
2010,"Census Tract 4376, Alameda County, California",14000US06001437600,957,739,3567,828,1860,35.3,887,1707,3299,64081,479800,449,221,3567,06,001,437600
2010,"Census Tract 4377.01, Alameda County, California",14000US06001437701,1115,397,3838,507,2046,28.1,954,1779,3416,47000,420800,853,384,3838,06,001,437701
2010,"Census Tract 4377.02, Alameda County, California",14000US06001437702,919,229,4134,462,1801,23.4,930,1741,3670,32279,374400,1858,298,4134,06,001,437702
2010,"Census Tract 4378, Alameda County, California",14000US06001437800,1961,960,3985,698,2179,35.3,1227,1274,3870,86993,421000,114,600,3985,06,001,437800
2010,"Census Tract 4379, Alameda County, California",14000US06001437900,866,146,2416,179,1214,27.9,680,1008,2288,47670,440400,374,593,2416,06,001,437900
2010,"Census Tract 4380, Alameda County, California",14000US06001438000,1736,1059,2791,419,1646,38.7,1034,680,2622,77273,538300,79,161,2791,06,001,438000
2010,"Census Tract 4381, Alameda County, California",14000US06001438100,3812,1649,7852,1854,4079,33.1,2041,2301,7345,92708,446300,347,733,7852,06,001,438100
2010,"Census Tract 4382.01, Alameda County, California",14000US06001438201,1791,600,4456,744,2492,33.8,1166,1676,4206,61080,292700,458,445,4456,06,001,438201
2010,"Census Tract 4382.03, Alameda County, California",14000US06001438203,1287,704,3840,1976,2032,43.4,1235,1745,3641,71699,445300,99,210,3840,06,001,438203
2010,"Census Tract 4382.04, Alameda County, California",14000US06001438204,2625,1871,5801,1786,2943,41.1,1852,2199,5629,62963,166200,1201,184,5801,06,001,438204
2010,"Census Tract 4383, Alameda County, California",14000US06001438300,1527,354,4086,1213,2148,34.6,927,1757,3947,77098,449600,143,478,4086,06,001,438300
2010,"Census Tract 4384, Alameda County, California",14000US06001438400,1016,472,2148,542,1236,40.7,762,864,2103,70763,359500,76,346,2148,06,001,438400
2010,"Census Tract 4401, Alameda County, California",14000US06001440100,1490,964,2518,795,1129,42.9,708,881,2397,61196,384200,35,279,2518,06,001,440100
2010,"Census Tract 4402, Alameda County, California",14000US06001440200,1363,590,5907,706,3001,29.7,1451,2483,5496,53295,492700,851,94,5907,06,001,440200
2010,"Census Tract 4403.01, Alameda County, California",14000US06001440301,3318,1562,7026,2693,3827,35.4,2051,2706,6515,78355,552400,652,624,7026,06,001,440301
2010,"Census Tract 4403.04, Alameda County, California",14000US06001440304,1523,802,4675,2831,2566,37.1,1315,2213,4350,87107,498200,388,404,4675,06,001,440304
2010,"Census Tract 4403.05, Alameda County, California",14000US06001440305,1456,564,3933,2307,2267,39.6,1062,1918,3582,89630,564900,284,408,3933,06,001,440305
2010,"Census Tract 4403.06, Alameda County, California",14000US06001440306,1102,353,3759,2517,2286,35.9,964,1913,3618,85833,439900,180,299,3759,06,001,440306
2010,"Census Tract 4403.07, Alameda County, California",14000US06001440307,1927,1091,3799,1594,2195,48.5,1503,1424,3619,70182,315500,416,158,3799,06,001,440307
2010,"Census Tract 4403.08, Alameda County, California",14000US06001440308,1789,771,6422,3059,3187,36.2,1981,3007,5896,73445,558600,606,265,6422,06,001,440308
2010,"Census Tract 4403.31, Alameda County, California",14000US06001440331,818,321,2972,1897,1471,36.8,818,1471,2690,81272,566400,64,141,2972,06,001,440331
2010,"Census Tract 4403.32, Alameda County, California",14000US06001440332,1053,225,3339,2572,1852,39.5,884,1789,3147,152885,816600,61,76,3339,06,001,440332
2010,"Census Tract 4403.33, Alameda County, California",14000US06001440333,1005,319,2755,2069,1549,35.3,772,1276,2642,118382,655400,207,236,2755,06,001,440333
2010,"Census Tract 4403.34, Alameda County, California",14000US06001440334,1455,456,4032,2263,2174,39.4,1091,1855,3797,81492,560500,250,334,4032,06,001,440334
2010,"Census Tract 4403.35, Alameda County, California",14000US06001440335,1068,776,5233,3999,3317,32.4,1697,3081,4555,138589,720000,156,18,5233,06,001,440335
2010,"Census Tract 4403.36, Alameda County, California",14000US06001440336,1722,664,4509,1881,2618,38.8,1480,2174,4242,70982,511100,515,496,4509,06,001,440336
2010,"Census Tract 4411, Alameda County, California",14000US06001441100,2944,2196,4479,940,2503,41.6,1559,820,4209,98942,649500,40,31,4479,06,001,441100
2010,"Census Tract 4412, Alameda County, California",14000US06001441200,3519,2791,6627,2090,3970,41.1,2421,2131,6125,81589,687600,440,240,6627,06,001,441200
2010,"Census Tract 4413.01, Alameda County, California",14000US06001441301,1361,818,3132,1382,1830,33.1,1129,1331,2824,108792,770200,167,302,3132,06,001,441301
2010,"Census Tract 4413.02, Alameda County, California",14000US06001441302,2662,2072,5417,2126,2923,39.2,1746,1892,4911,104875,625000,203,183,5417,06,001,441302
2010,"Census Tract 4414.01, Alameda County, California",14000US06001441401,2523,2220,6559,3357,4225,38.8,2342,3349,6283,74389,575300,353,209,6559,06,001,441401
2010,"Census Tract 4414.02, Alameda County, California",14000US06001441402,2219,1787,5031,2583,3000,39.5,1624,1855,4640,96364,671800,255,106,5031,06,001,441402
2010,"Census Tract 4415.01, Alameda County, California",14000US06001441501,2097,810,6362,4516,3639,35.1,1740,3141,5767,121375,644700,259,288,6362,06,001,441501
2010,"Census Tract 4415.03, Alameda County, California",14000US06001441503,834,376,4617,3883,2731,31.8,1459,2734,4209,130426,657200,214,39,4617,06,001,441503
2010,"Census Tract 4415.21, Alameda County, California",14000US06001441521,2250,1278,6476,4521,3626,37,1845,3062,5855,121405,620500,273,100,6476,06,001,441521
2010,"Census Tract 4415.22, Alameda County, California",14000US06001441522,2190,913,5329,2830,2854,37.4,1491,2354,5043,91750,604100,480,561,5329,06,001,441522
2010,"Census Tract 4415.23, Alameda County, California",14000US06001441523,620,818,3839,2696,2306,33.8,1434,2263,3397,106392,544900,320,54,3839,06,001,441523
2010,"Census Tract 4415.24, Alameda County, California",14000US06001441524,910,463,4030,3223,2270,34,1335,2291,3476,108723,670200,151,161,4030,06,001,441524
2010,"Census Tract 4416.01, Alameda County, California",14000US06001441601,2280,1852,4911,1568,2879,41.6,1425,1767,4576,91967,554600,290,106,4911,06,001,441601
2010,"Census Tract 4416.02, Alameda County, California",14000US06001441602,2734,2062,6753,2367,3889,36.3,2198,2752,6121,75229,486900,266,346,6753,06,001,441602
2010,"Census Tract 4417, Alameda County, California",14000US06001441700,3113,2029,6525,2265,3964,34.6,2453,2360,6099,72055,410200,471,602,6525,06,001,441700
2010,"Census Tract 4418, Alameda County, California",14000US06001441800,3042,2496,6776,2561,3733,42.1,2346,2799,6271,69138,576700,233,193,6776,06,001,441800
2010,"Census Tract 4419.21, Alameda County, California",14000US06001441921,1796,1200,3771,1049,2144,31.1,1192,1323,3419,90133,562500,232,241,3771,06,001,441921
2010,"Census Tract 4419.23, Alameda County, California",14000US06001441923,1261,875,5127,3340,3087,31.9,1922,3299,4743,70721,421400,222,188,5127,06,001,441923
2010,"Census Tract 4419.24, Alameda County, California",14000US06001441924,2022,1460,6134,3418,3888,35,2387,3118,5558,100768,570000,167,59,6134,06,001,441924
2010,"Census Tract 4419.25, Alameda County, California",14000US06001441925,2190,1857,5809,2858,4245,32.3,2593,2884,5287,100996,348600,188,105,5809,06,001,441925
2010,"Census Tract 4419.26, Alameda County, California",14000US06001441926,1405,950,3307,950,2015,33.9,1357,1604,3085,59831,454900,364,321,3307,06,001,441926
2010,"Census Tract 4419.27, Alameda County, California",14000US06001441927,1176,837,3387,1833,2144,30.7,1522,1621,3143,69071,540300,270,136,3387,06,001,441927
